"RepoRelPath","Extension","SizeBytes","SHA256","Purpose","Contents","CategoryLabel","EvidenceType","FailureExplanation","SourcePath","ExtractOrFull","Notes"
"extracts/03_failed_attempts/2026-01-29__copilot__summary__001.md",".md","1236","0AB5C438CBA963C1C3C680CE0CEBB8CDC861738EE5ACD554115AD5722AB758C0","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/copilot.md","extract",""
"extracts/03_failed_attempts/2026-01-29__copilot_instructions__summary__001.md",".md","1204","5E5FFD96D9B05576FBF13DCF1438C1C8A22BF47AD21A6C9A1BE6CBA91812AA72","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/copilot-instructions.md","extract",""
"extracts/03_failed_attempts/2026-01-29__copilot_instructions_copy__summary__001.md",".md","1098","169A4599764EB8530742ED09FD227E5C7716E9D8D2CC5F11D3A05BEEFDD94A85","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/copilot-instructions copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__copilot_instructions_large__summary__001.md",".md","1217","2F1097586B4AB186BCAD0364BC4375DFCC852456A99B25CAE480D2F6A0E20449","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/copilot-instructions_large.md","extract",""
"extracts/03_failed_attempts/2026-01-29__deep_1__summary__001.md",".md","2119","E1FE94168D33F246CA584075E5DF5100650CB0B70E9E6D8A31FF9CBE494E3A31","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Failure catalog or commentary documenting incorrect assumptions or blockers.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Failure catalog or commentary documenting incorrect assumptions or blockers.","MUST_Review/important_2/archive/deep_1.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Deep_RecSucc_Analysis__analysis__deep__001.md",".md","920","A571480F06582F44700B734E244479F17C1BDB9DED92832195D3E61FDCF5A294","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Diagnostic explains AI detects measure increase under rec_succ but lacks a halt mechanism.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Diagnostic explains AI detects measure increase under rec_succ but lacks a halt mechanism.","MUST_Review/Deep_RecSucc_Analysis.pdf","extract",""
"extracts/03_failed_attempts/2026-01-29__Deep_RecSucc_Analysis__summary__001.md",".md","914","F013E45B737537544C121FB2C6BB79654F8348D7AD343CADE4EEA6F18E893CA5","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0507.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0507.","MUST_Review/Deep_RecSucc_Analysis copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Detailed_Reasoning_Autopsy__report__001.md",".md","690","E161AEB5C80EF9BE1C8E1A5A988CB25374AEEEF07FB641D9140CEEB347B5DE7E","Evidence extract (failed_attempts/report) documenting a failure or relevance; Autopsy shows model shifted to external Nat instead of honoring constraints.","Metadata header + excerpt from the source file.","failed_attempts","report","Autopsy shows model shifted to external Nat instead of honoring constraints.","MUST_Review/Gemeni-3-Test/Detailed_Reasoning_Autopsy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Dropped_Concepts__summary__001.md",".md","1410","3A7920E0D67D26F1F6EA724261509388592D393229DC8D1B54D3E48AE73E23E8","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0516.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0516.","MUST_Review/Dropped_Concepts copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__DualLex_Counterexample__analysis__001.md",".md","650","AB0BCA63532A5CF9E817F114EF4D7156B8F935A1B822C2CE8E2A9FFB95456510","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0350.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0350.","MUST_Review/DualLex_Counterexample.md","extract",""
"extracts/03_failed_attempts/2026-01-29__EOD_2025_08_13__summary__001.md",".md","1188","35F93241C135EACD93AC9A3522EE73716C4D02AE8B4634EAF0281FFD5250C97D","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/EOD_2025-08-13.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Expanded_Ordinal_Toolkit__summary__001.md",".md","2269","3701A8A0AEAF3B8CB5A9F8CBC17271280CF13FA8E5F3CB896A76B0403DC4E467","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/Expanded_Ordinal_Toolkit.md","extract",""
"extracts/03_failed_attempts/2026-01-29__EXPERT_CONSULTATION_PACKAGE__summary__001.md",".md","1400","FB034BF38BD61496C9E53840C1EDCDEEF0AA79F9F211955D3737FBB14ED008C0","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/EXPERT_CONSULTATION_PACKAGE.md","extract",""
"extracts/03_failed_attempts/2026-01-29__EXTRACTED_ISSUES_FROM_ASSESSMENTS__summary__001.md",".md","1238","C9B998E475A04D98DB1EE165A7F620DC6255383C9E3DEEA2E2C1E48CF5B36EA0","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/EXTRACTED_ISSUES_FROM_ASSESSMENTS.md","extract",""
"extracts/03_failed_attempts/2026-01-29__EXTRACTED_ISSUES_REPORT__summary__001.md",".md","1444","903954C5A2FC5F19E5960E1217708AF2512E6417DFEF75C674B4C6C8BB912F30","Evidence extract (failed_attempts/report) documenting a failure or relevance; Duplicate of FRV2-0352.","Metadata header + excerpt from the source file.","failed_attempts","report","Duplicate of FRV2-0352.","MUST_Review/EXTRACTED_ISSUES_REPORT.md","extract",""
"extracts/03_failed_attempts/2026-01-29__fails__analysis__001.md",".md","706","D4F21D8121B1D9C42FF46FA794E4049F1226B8FBCA7F59F4FDEC2287C1625EC4","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0235.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0235.","MUST_Review/fails.md","extract",""
"extracts/03_failed_attempts/2026-01-29__fails_2__analysis__001.md",".md","712","2A0DD7F6881FDEE77E421EA130F17157D6B8C4A7E95819C8863119B2A0B2971B","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0236.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0236.","MUST_Review/fails_2.md","extract",""
"extracts/03_failed_attempts/2026-01-29__fails_3__analysis__001.md",".md","721","521899F980AF60030A3B6CFEEC94F70F86198AD265B85E7B5D06BA149048DBD0","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0237.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0237.","MUST_Review/fails_3.md","extract",""
"extracts/03_failed_attempts/2026-01-29__fails_central__report__001.md",".md","643","5ADEBA6C6646E1BA58725A7D386A9E237F918E591064F19DCEE8D8F9E3CAE8F5","Evidence extract (failed_attempts/report) documenting a failure or relevance; Duplicate of FRV2-0408.","Metadata header + excerpt from the source file.","failed_attempts","report","Duplicate of FRV2-0408.","MUST_Review/fails_central.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Failure_of_Internal_Proof__report__001.md",".md","623","1B6E99569793FA35A8227048420EA0F4DD72CBCEBC8E3B8A18513793F8FFE5F7","Evidence extract (failed_attempts/report) documenting a failure or relevance; Confirms internal proof failed because it relied on Nat.","Metadata header + excerpt from the source file.","failed_attempts","report","Confirms internal proof failed because it relied on Nat.","MUST_Review/Gemeni-3-Test/Failure_of_Internal_Proof.md","extract",""
"extracts/03_failed_attempts/2026-01-29__FailureReenactments__summary__001.md",".md","1635","74ACFAE92C43469A0EA681A490149C67B6BEFF2EACF1E9E2B0E5BC0CBE197DE1","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0354.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0354.","MUST_Review/FailureReenactments.md","extract",""
"extracts/03_failed_attempts/2026-01-29__FALSE_ASSUMPTIONS_LEDGER__summary__001.md",".md","2015","6773BEBC0B248459C0AFB912306A44209BE3A569B2A0AF897599FB55BB9DAB9B","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/FALSE_ASSUMPTIONS_LEDGER.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Final_Autopsy_and_Analysis__report__001.md",".md","679","186DD3F9F36FB576AF4308524AC9A21B644D7F642DD627684BC6909D62744AAF","Evidence extract (failed_attempts/report) documenting a failure or relevance; Documents Gemini Pro 3 success as protocol-violating externalization.","Metadata header + excerpt from the source file.","failed_attempts","report","Documents Gemini Pro 3 success as protocol-violating externalization.","MUST_Review/Gemeni-3-Test/Final_Autopsy_and_Analysis.md","extract",""
"extracts/03_failed_attempts/2026-01-29__FINAL_REPORT__analysis__001.md",".md","1001","A27222AB208895DEF8E0B2A6CDC29752CB474FB5C66CF84279D13A4B7BF3A3C2","Evidence extract (failed_attempts/report) documenting a failure or relevance; Final report documents additive measure failure and branch rfl failures.","Metadata header + excerpt from the source file.","failed_attempts","report","Final report documents additive measure failure and branch rfl failures.","MUST_Review/chats/FINAL_REPORT.md","extract",""
"extracts/03_failed_attempts/2026-01-29__flaws__summary__001.md",".md","677","CB8E2E5E6F7AF2A082142234CCA04CF318D8B3071810E6866460099EA51AC134","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/flaws.txt","extract",""
"extracts/03_failed_attempts/2026-01-29__for_claude__analysis__001.md",".md","1103","F60F23618D74763E0F38FA07C626449109A159B0E501D608BA90131C0C7D9017","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Prescriptive fix relies on rec_succ_bound ?-domination, which is disallowed and mathematically false in this project.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Prescriptive fix relies on rec_succ_bound ?-domination, which is disallowed and mathematically false in this project.","Legacy/MetaMD_Archive/for_claude.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Foundational_Contradiction_Analysis__analysis__001.md",".md","688","45EC1642F0AA187CA854088D0C2D76843B2C63D7553EA61FB16E569A7927CC64","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Describes circularity of proving axiom-free kernel using external arithmetic.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Describes circularity of proving axiom-free kernel using external arithmetic.","MUST_Review/Gemeni-3-Test/Foundational_Contradiction_Analysis.md","extract",""
"extracts/03_failed_attempts/2026-01-29__FruitProof__code__001.md",".md","655","2C3364955A450BCF25B99B2FE1CB6CC37E409583E87EF61AE8CB1BB80A1A460B","Evidence extract (failed_attempts/proof-attempt) documenting a failure or relevance; Termination proof uses Nat measure and arithmetic outside operator-only rules.","Metadata header + excerpt from the source file.","failed_attempts","proof-attempt","Termination proof uses Nat measure and arithmetic outside operator-only rules.","MUST_Review/Gemeni-3-Test/FruitProof.lean","extract",""
"extracts/03_failed_attempts/2026-01-29__gemeni_fail_cursor__transcript__001.md",".md","718","44F88AF64E5DD570F9F7D22C89458D2FE7534AF66B1E7E9ACD537670C4AE6136","Evidence extract (failed_attempts/transcript) documenting a failure or relevance; Cursor suggests ordinal measure proof without addressing operator-only constraints.","Metadata header + excerpt from the source file.","failed_attempts","transcript","Cursor suggests ordinal measure proof without addressing operator-only constraints.","MUST_Review/important_2/gemeni-fail-cursor.md","extract",""
